processor_name,graphics,ram(GB),storage_size,storage_type,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category
AMD Ryzen 9 6900HS,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder
12th Gen Core i7,Intel Integrated Iris Xe,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
12th Gen Core i3,Intel UHD Graphics,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i5,Intel Integrated,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
12th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,71,58,55,80,64.1,65.1,68.85,65.55,65.25,Gaming
11th Gen Core i7,4 GB Nvidia Quadro T600,16,1000,SSD,78,35,80,95,61.5,70.3,80.15,71.15,68.05,Editing
12th Gen Core i5,Intel Iris Xe Graphic,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
Intel Pentium Gold 7505,Intel UHD Graphics,8,256,SSD,38,25,55,65,38.75,43.05,50.4,44.4,41.55,Daily Use
11th Gen Core i3,Intel Integrated,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
Athlon 3050U,AMD Radeon AMD,4,1000,HDD,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use
Athlon 3050U,AMD Radeon AMD,4,256,SSD,25,30,30,65,34.0,33.5,40.75,35.5,33.5,Daily Use
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,81,70,55,80,72.0,71.6,73.05,71.55,72.35,Gaming
AMD Ryzen 5 5500U,AMD Radeon,16,512,SSD,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX 3050 Ti,8,512,SSD,72,73,55,80,71.1,69.2,70.65,69.6,70.1,Gaming
12th Gen Core i5,Intel Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i3,‎Intel UHD Graphics,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
Celeron N4020,Intel Integrated UHD Graphics,4,128,SSD,22,25,30,50,28.75,28.95,34.1,30.35,28.7,Daily Use
12th Gen Core i5,Intel Integrated UHD Graphics,16,512,SSD,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use
Celeron N4020,Intel Integrated UHD Graphics,4,128,SSD,22,25,30,50,28.75,28.95,34.1,30.35,28.7,Daily Use
Celeron N4020,Intel Integrated UHD Graphics,4,256,SSD,22,25,30,65,31.0,31.2,39.35,33.35,30.95,Daily Use
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,81,73,80,95,79.35,80.85,84.85,81.55,80.5,All-Rounder
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,32,1000,SSD,81,84,95,95,86.55,87.35,89.7,88.05,86.8,All-Rounder
AMD Ryzen 5-5600U,AMD Radeon,8,512,SSD,64,30,55,80,49.75,55.65,63.95,56.45,54.4,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
12th Gen Core i5,Intel Iris Xe Graphic,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i5,Intel UHD Graphics,16,512,SSD,68,25,80,80,52.25,62.05,70.9,62.65,59.3,Daily Use
12th Gen Core i5,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,71,78,80,80,76.85,76.35,77.1,76.8,76.25,Gaming
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 TI,16,512,SSD,71,73,80,80,74.6,75.1,76.6,75.55,74.75,Gaming
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,71,70,55,80,69.5,68.1,70.05,68.55,68.85,Gaming
12th Gen Core i5,Intel Integrated UHD,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,72,70,80,80,73.5,74.7,76.6,75.1,74.2,Gaming
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,72,58,80,80,68.1,71.7,75.4,72.1,70.6,Editing
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i3,Intel Integrated,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
10th Gen Core i3,Intel Integrated UHD,4,256,SSD,48,25,30,65,37.5,40.3,47.15,41.15,40.05,Daily Use
11th Gen Core i7,2 GB NVIDIA MX450,16,512,SSD,78,44,80,80,63.3,70.3,75.8,70.4,68.5,Editing
12th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Celeron N4500,Intel UHD Graphics,4,256,SSD,25,25,30,65,31.75,32.25,40.25,34.25,32.0,Daily Use
intel Core i3,Intel Integrated,8,512,SSD,45,25,55,80,42.75,47.75,57.75,49.5,46.25,Daily Use
Ryzen 7 5700U,AMD Raedon Graphics,16,512,SSD,68,35,80,80,56.75,64.55,71.9,65.15,62.3,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
Snapdragon 7c,Qualcomm Adreno 618,4,128,HDD,35,35,30,25,32.75,32.25,30.25,31.75,32.5,Daily Use
11th Gen Core i5,Intel UHD,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
12th Gen Core i5,Intel Integrated Integrated,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
12th Gen Core i7,Intel Iris Xe,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
10th Gen Core i3,Intel Integrated,8,256,SSD,48,25,55,65,41.25,46.55,53.4,47.4,45.05,Daily Use
AMD Ryzen 5 5625U,AMD Radeon Radeon,8,512,SSD,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use
11th Gen Core i5,Intel UHD,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
10th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
Ryzen 5 5500U,AMD Radeon Graphics,8,512,SSD,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i3,Intel Integrated,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i5,Intel Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i9,16 GB NVIDIA GEFORCE RTX 3080,32,1000,SSD,92,88,95,95,91.1,92.2,93.4,92.35,91.85,All-Rounder
11th Gen Core i3,Intel Integrated UHD,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
12th Gen Core i7,4 GB Nvidia Quadro T1200,32,1000,SSD,81,35,95,95,64.5,75.1,84.8,75.8,72.1,Editing
12th Gen Core i7,Intel Iris Xe,8,256,SSD,81,42,55,65,57.15,62.35,65.0,61.55,61.7,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,256,SSD,81,42,80,65,60.9,68.6,71.25,67.8,66.7,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i7,Intel Iris Xe,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
Ryzen 5 5500U,AMD Radeon AMD,8,512,SSD,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,32,1000,SSD,81,84,95,95,86.55,87.35,89.7,88.05,86.8,All-Rounder
10th Gen Core i3,Intel Integrated UHD,4,256,SSD,48,25,30,65,37.5,40.3,47.15,41.15,40.05,Daily Use
11th Gen Core i5,Intel Iris Xe,12,512,SSD,68,42,65,80,57.65,62.55,68.85,63.15,61.4,Daily Use
Celeron N4500,Intel UHD Graphics,4,256,SSD,25,25,30,65,31.75,32.25,40.25,34.25,32.0,Daily Use
12th Gen Core i5,Intel Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
Ryzen 5 5500U,AMD Radeon 5500U,8,512,SSD,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i7 ,Iris Xe,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
Ryzen 7 5700U,AMD Radeon AMD,16,512,SSD,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use
AMD Ryzen 7 5800H,4 GB AMD Radeon RX 5500M Graphics,8,512,SSD,78,52,55,80,63.15,66.05,70.35,66.15,65.9,Daily Use
Pentium Silver N5030,Intel Integrated UHD,8,256,SSD,27,25,55,65,36.0,39.2,47.1,41.1,37.7,Daily Use
10th Gen Core i5,Intel Integrated UHD,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
12th Gen Core i5,2 GB NVIDIA MX550,8,512,SSD,71,46,55,80,58.7,62.1,67.65,62.55,61.65,Daily Use
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,81,78,80,80,79.35,79.85,80.1,79.8,79.75,All-Rounder
AMD Ryzen 3 3250U,AMD Radeon Radeon Graphics,8,1000,HDD,32,30,55,70,40.25,42.95,50.85,44.85,41.7,Daily Use
11th Gen Core i3,Intel Integrated,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
10th Gen Core i3,Intel Integrated UHD,8,512,SSD,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use
12th Gen Core i3,‎Intel UHD Graphics,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
Intel Celeron N4020,Intel HD,4,32,HDD,22,25,30,25,25.0,25.2,25.35,25.35,24.95,Daily Use
11th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
AMD Ryzen 5 4500U,AMD Radeon,8,512,SSD,58,30,55,80,48.25,53.55,62.15,54.65,52.3,Daily Use
Celeron N4020,Intel Integrated UHD,4,256,SSD,22,25,30,65,31.0,31.2,39.35,33.35,30.95,Daily Use
AMD Ryzen 5 5625U,AMD Radeon Graphics,16,512,SSD,66,30,80,80,54.0,62.6,70.8,63.3,60.1,Daily Use
Ryzen 9-6900HX,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,90,78,80,95,83.85,85.25,88.05,85.5,85.15,All-Rounder
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,82,78,80,80,79.6,80.2,80.4,80.1,80.1,All-Rounder
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,82,86,80,95,85.45,84.45,86.45,85.1,84.75,All-Rounder
12th Gen Core i9,8 GB NVIDIA GEFORCE RTX 3070 Ti,16,1000,SSD,95,86,80,95,88.7,89.0,90.35,89.0,89.3,All-Rounder
12th Gen Core i7,2 GB NVIDIA GeForce MX550,16,512,SSD,81,46,80,80,64.95,71.85,76.9,71.8,70.15,Editing
12th Gen Core i3,Intel Integrated,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i3,Intel Integrated UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
AMD Ryzen 5 5625U,AMD Radeon Graphics,16,512,SSD,66,30,80,80,54.0,62.6,70.8,63.3,60.1,Daily Use
AMD Ryzen 5 4600H,4 GB NVIDIA GeForce GTX 1650,8,1000,SSD,65,58,55,95,64.85,65.25,72.3,66.75,65.4,Gaming
12th Gen Core i5,Intel Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i3,Intel Iris Xe,8,512,SSD,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use
11th Gen Core i7,6 GB NVIDIA Geforce RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
11th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,256,SSD,68,58,55,65,61.1,61.8,62.7,61.65,61.95,Gaming
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder
10th Gen Core i5,Intel UHD Graphics,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i7,2 GB NVIDIA Geforce MX450,32,1000,SSD,78,44,95,95,67.8,76.3,84.8,77.15,73.75,Editing
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i5,‎Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Celeron N4500,Intel UHD Graphics,4,256,SSD,25,25,30,65,31.75,32.25,40.25,34.25,32.0,Daily Use
12th Gen Core i7,16 GB NVIDIA GeForce RTX A5500,32,1000,SSD,81,35,95,95,64.5,75.1,84.8,75.8,72.1,Editing
AMD Ryzen 7 5700U,AMD Radeon,16,512,SSD,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use
12th Gen Core i5 ,Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,Intel Iris XE Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
AMD Ryzen 3 3250U,AMD Radeon AMD,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
12th Gen Core i9,12 GB NVIDIA GeForce RTX A3000,64,2000,SSD,95,35,100,100,69.5,82.0,92.0,82.25,78.75,Editing
Ryzen 5 5500U,AMD Radeon Graphics,16,512,SSD,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use
AMD Ryzen 3 3250U,AMD Radeon AMD,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX A2000,32,1000,SSD,81,35,95,95,64.5,75.1,84.8,75.8,72.1,Editing
12th Gen Core i9,16 GB NVIDIA GeForce 3080Ti,32,2000,SSD,95,35,95,100,68.75,80.75,90.75,81.0,77.75,Editing
AMD Ryzen 9 6900HX,8 GB AMD Radeon RX 6650M Graphics,32,1000,SSD,90,72,95,95,83.4,87.5,91.2,87.75,86.35,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce 3070Ti,16,1000,SSD,81,35,80,95,62.25,71.35,81.05,72.05,69.1,Editing
Intel Celeron N5100,Intel UHD 600 Graphics,8,256,SSD,20,25,55,65,34.25,36.75,45.0,39.0,35.25,Daily Use
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i5,Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i5,Intel UHD,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming
12th Gen Core i7 ,Iris Xe,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050Ti,16,512,SSD,82,70,80,80,76.0,78.2,79.6,78.1,77.7,All-Rounder
AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,82,70,80,80,76.0,78.2,79.6,78.1,77.7,All-Rounder
11th Gen Core i5,Intel Integrated,8,1000,HDD,68,25,55,70,47.0,54.3,61.15,54.4,52.8,Daily Use
Intel Celeron N4020,Intel Integrated UHD,4,1000,HDD,22,25,30,70,31.75,31.95,41.1,34.35,31.7,Daily Use
AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Ge Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
11th Gen Core i3,Intel UHD Graphics,16,256,SSD,51,25,80,65,45.75,53.85,60.55,54.55,51.1,Daily Use
AMD Ryzen 5 3500U,AMD Radeon Radeon Graphics,16,512,SSD,45,30,80,80,48.75,55.25,64.5,57.0,52.75,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,68,73,80,80,73.85,74.05,75.7,74.65,73.7,Gaming
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,68,70,80,80,72.5,73.3,75.4,73.9,72.8,Gaming
11th Gen Core i5,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,68,78,80,80,76.1,75.3,76.2,75.9,75.2,Gaming
11th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 Graphics,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
11th Gen Core i3,Intel UHD Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
10th Gen Core i5,Intel UHD Graphics,8,256,SSD,65,25,55,65,45.5,52.5,58.5,52.5,51.0,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
11th Gen Core i3,Intel UHD Graphics,16,512,SSD,51,25,80,80,48.0,56.1,65.8,57.55,53.35,Daily Use
11th Gen Core i5,Intel UHD Graphics,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
11th Gen Core i3,Intel UHD Graphics,16,512,SSD,51,25,80,80,48.0,56.1,65.8,57.55,53.35,Daily Use
11th Gen Core i3,Intel UHD Graphics,16,512,SSD,51,25,80,80,48.0,56.1,65.8,57.55,53.35,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
11th Gen Core i5,Intel UHD Graphics,16,1000,SSD,68,25,80,95,54.5,64.3,76.15,65.65,61.55,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
Intel Pentium N5030,UHD Graphics 600,4,128,SSD,27,25,30,50,30.0,30.7,35.6,31.85,30.45,Daily Use
10th Gen Core i3,Intel Integrated Iris Xe,8,512,SSD,48,42,55,80,51.15,53.05,60.35,54.65,52.4,Daily Use
11th Gen Core i5,Intel Integrated UHD,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
11th Gen Core i3,Intel UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i5,Intel Integrated UMA,16,512,SSD,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use
11th Gen Core i5,Intel Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i9,NVIDIA GeForce RTX 3030,32,2000,SSD,95,76,95,100,87.2,91.0,94.85,91.25,90.05,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
AMD Ryzen 5 6600H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,74,70,80,80,74.0,75.4,77.2,75.7,74.9,Gaming
Ryzen 5 3500U,AMD Radeon AMD,8,512,SSD,45,30,55,80,45.0,49.0,58.25,50.75,47.75,Daily Use
AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder
10th Gen Core i5,4 GB NVIDIA Geforce GTX 1650,8,512,SSD,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming
Ryzen 5 5500U,AMD Radeon,8,256,SSD,62,30,55,65,47.0,52.7,58.1,52.85,51.45,Daily Use
AMD Ryzen 7 6800H,Missing,16,1000,SSD,82,35,80,95,62.5,71.7,81.35,72.35,69.45,Editing
AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming
12th Gen Core i5,Intel Iris X Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,32,1000,SSD,81,84,95,95,86.55,87.35,89.7,88.05,86.8,All-Rounder
AMD Ryzen 5 5500U,AMD Radeon,8,256,SSD,62,30,55,65,47.0,52.7,58.1,52.85,51.45,Daily Use
12th Gen Core i7,Intel Iris X Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i9,6 GB NVIDIA GeForce RTX 3060,32,1000,SSD,95,78,95,95,87.35,90.75,93.3,90.75,89.9,All-Rounder
12th Gen Core i9,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,95,78,80,95,85.1,87.0,89.55,87.0,86.9,All-Rounder
AMD Ryzen 7 6800H,8 GB NVIDIA GeForce RTX 3070,32,1000,SSD,82,84,95,95,86.8,87.7,90.0,88.35,87.15,All-Rounder
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
10th Gen Core i3,Intel UHD Graphics,8,512,SSD,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use
Ryzen 7 5700U,AMD Radeon,16,512,SSD,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use
Celeron N4500,Intel Integrated UHD Graphics,4,64,HDD,25,25,30,25,25.75,26.25,26.25,26.25,26.0,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,1000,HDD,51,25,55,70,42.75,48.35,56.05,49.3,46.85,Daily Use
12th Gen Core i7,Intel Iris X Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
10th Gen Core i5,Intel Integrated UHD,4,256,SSD,65,25,30,65,41.75,46.25,52.25,46.25,46.0,Daily Use
12th Gen Core i5,Intel Integrated UHD,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i5,Intel UHD,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
Athlon Pro 3045B,AMD Radeon Graphics,4,1000,HDD,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use
11th Gen Core i5,Intel UHD Graphics,16,512,SSD,68,25,80,80,52.25,62.05,70.9,62.65,59.3,Daily Use
11th Gen Core i3,Intel Integrated Intel® UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
